Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", true)",,,,2022-05-24 14:24:12,2022-05-24 14:24:48,"35,443s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 14:24:48,2022-05-24 14:24:58,"10,014s",PASSED
"sendKeys(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.EditText - 0982159800""), ""0982159800"")",,,,2022-05-24 14:24:58,2022-05-24 14:25:29,"31,005s",FAILED
"setText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.EditText""), ""Kony!12345"", 0)",,,,2022-05-24 14:25:29,2022-05-24 14:25:30,"0,924s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.Button - Ingresar""), 0)",,,,2022-05-24 14:25:30,2022-05-24 14:25:31,"0,878s",PASSED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - Caja de Ahorro""), 0)",,,,2022-05-24 14:25:31,2022-05-24 14:26:01,"30,118s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - N""), 0)",,,,2022-05-24 14:26:01,2022-05-24 14:26:31,"30,131s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - Gs. 0""), 0)",,,,2022-05-24 14:26:31,2022-05-24 14:27:01,"30,093s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - Saldo disponible""), 0)",,,,2022-05-24 14:27:01,2022-05-24 14:27:31,"30,078s",FAILED
closeApplication(),,,,2022-05-24 14:27:31,2022-05-24 14:27:34,"2,638s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/32 Falla de Conexión en la pantalla de Dashboard,,"En caso de falla de conexión, al intentar ingresar a la Pantalla Dashboard, se mostrará un alert nativo del SO con los siguientes elementos:
1- Título “Mensaje”.
2- Texto: “Ups! Hubo una falla en la conexión. Por favor, verificá y probá de nuevo.”.
3- Botón Aceptar.
El botón Aceptar cierra el alert, cierra la sesión del usuario y muestra la Pantalla Cierre de sesión.",TET-832,2022-05-24 14:37:54,2022-05-24 14:41:21,"3m - 26,853s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", true)",,,,2022-05-24 14:37:54,2022-05-24 14:38:37,"43,489s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 14:38:37,2022-05-24 14:38:47,"10,004s",PASSED
"sendKeys(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.widget.EditText - 0982159800""), ""0982159800"")",,,,2022-05-24 14:38:47,2022-05-24 14:39:19,"31,087s",FAILED
"setText(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.widget.EditText (1)""), ""Kony!12345"", 0)",,,,2022-05-24 14:39:19,2022-05-24 14:39:19,"0,938s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.widget.Button - Ingresar (1)""), 0)",,,,2022-05-24 14:39:19,2022-05-24 14:39:20,"0,883s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.view.ViewGroup""), 0)",,,,2022-05-24 14:39:20,2022-05-24 14:39:51,"30,148s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.widget.TextView - Mensaje""), 0)",,,,2022-05-24 14:39:51,2022-05-24 14:40:21,"30,069s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.widget.TextView - Ups Hubo una falla en la conexin. Por favor, verific y prob de nuevo""), 0)",,,,2022-05-24 14:40:21,2022-05-24 14:40:51,"30,072s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.widget.Button - ACEPTAR""), 0)",,,,2022-05-24 14:40:51,2022-05-24 14:41:21,"30,143s",FAILED
"verifyEqual(Falladeconexion, findTestObject(""Sprint 1/falla de conexion dashboard/android.widget.TextView - Ups Hubo una falla en la conexin. Por favor, verific y prob de nuevo""))",,,,2022-05-24 14:41:21,2022-05-24 14:41:21,"0,001s",ERROR
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/33 Opciones no disponibles en este Sprint,,"Las siguientes opciones de la Pantalla Dashboardse mostrarán inhabilitadas para este sprint:

a.    Slider Gastos mensuales (Corresponde al Sprint #4).

b.    Slider Balances (Corresponde al Sprint #4).

c.     Búsqueda de productos (Corresponde al Sprint #2).

d.    Búsqueda avanzada de productos (Corresponde al Sprint #2).

e.    Ofertas sugeridas (Corresponde al Sprint #3).

f.      Opción Chatea ahora (Corresponde al Sprint #4).",TET-833,2022-05-24 14:41:21,2022-05-24 14:41:56,"34,896s",PASSED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", false)",,,,2022-05-24 14:41:21,2022-05-24 14:41:38,"17,020s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 14:41:38,2022-05-24 14:41:48,"10,006s",PASSED
"sendKeys(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), ""0982159800"")",,,,2022-05-24 14:41:48,2022-05-24 14:41:51,"2,552s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), ""Kony!12345"", 0)",,,,2022-05-24 14:41:51,2022-05-24 14:41:53,"2,172s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-24 14:41:53,2022-05-24 14:41:54,"1,328s",PASSED
"takeScreenshot(""Capturar campos"", CONTINUE_ON_FAILURE)",,,,2022-05-24 14:41:54,2022-05-24 14:41:56,"1,551s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/34 Datos definidos en el código de la App,,"La etiqueta que identifica el monto es definida en el código de la App, es decir no es retornada por el servicio.

La etiqueta N° que acompaña el número de producto es definida en la App, es decir no es retornada por el servicio.",TET-832,2022-05-24 14:52:11,2022-05-24 14:55:36,"3m - 24,724s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", true)",,,,2022-05-24 14:52:11,2022-05-24 14:52:48,"37,027s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 14:52:48,2022-05-24 14:52:58,"10,015s",PASSED
"sendKeys(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.EditText - 0982159800""), ""0982159800"")",,,,2022-05-24 14:52:58,2022-05-24 14:53:30,"31,212s",FAILED
"setText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.EditText""), ""Kony!12345"", 0)",,,,2022-05-24 14:53:30,2022-05-24 14:53:31,"0,923s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.Button - Ingresar""), 0)",,,,2022-05-24 14:53:31,2022-05-24 14:53:31,"0,877s",PASSED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - Caja de Ahorro""), 0)",,,,2022-05-24 14:53:31,2022-05-24 14:54:02,"30,116s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - N""), 0)",,,,2022-05-24 14:54:02,2022-05-24 14:54:32,"30,102s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - Gs. 0""), 0)",,,,2022-05-24 14:54:32,2022-05-24 14:55:02,"30,127s",FAILED
"getText(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.TextView - Saldo disponible""), 0)",,,,2022-05-24 14:55:02,2022-05-24 14:55:32,"30,095s",FAILED
closeApplication(),,,,2022-05-24 14:55:32,2022-05-24 14:55:36,"4,224s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/35 Validación de envío de peticiones en la pantalla de dashboard,,"Al momento de pulsar repetidamente sobre alguna opción,  en la pantalla de Dahboard ,  debe ejercer una acción a la cual se corresponda y no enviar varias peticiones al backend",TET-831,2022-05-24 14:55:36,2022-05-24 14:56:50,"1m - 14,180s",PASSED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", false)",,,,2022-05-24 14:55:36,2022-05-24 14:56:34,"58,152s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 14:56:34,2022-05-24 14:56:44,"10,011s",PASSED
"sendKeys(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), ""0994391003"", CONTINUE_ON_FAILURE)",,,,2022-05-24 14:56:44,2022-05-24 14:56:47,"2,483s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), ""Kony!12345"", 0)",,,,2022-05-24 14:56:47,2022-05-24 14:56:49,"1,966s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-24 14:56:49,2022-05-24 14:56:50,"1,303s",PASSED
