Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Sprint 1/03HU-Dashboard/30 Dashboard - Ingresar con un cliente que posea Prestamos,,"1- Alias completo del producto > Alineado a la izquierda.

 Número del producto > Alineado a la izquierda, bajo el alias.

 Monto, acompañado del tipo de moneda > Alineado a la derecha.

 Texto con descripción del monto > Alineado a la derecha, bajo el monto.",TET-837,2022-05-24 00:18:06,2022-05-24 00:18:36,"30,320s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", false)",,,,2022-05-24 00:18:06,2022-05-24 00:18:26,"20,215s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:18:26,2022-05-24 00:18:36,"10,019s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Campo numero de celular en Blanco""), 0)",,,,2022-05-24 00:18:36,2022-05-24 00:18:36,"0,072s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/31 Dasboard - Ingresar con un cliente que posea CDA,,"En la pantalla de dashboard se debe de visualizar los siguientes datos para una CDA: 

CDA> Alineado a la izquierda.(En caso de no tener el alias)

N°  131231211 > Alineado a la izquierda, bajo el alias 

GS. 146.670 > Alineado a la derecha. 

Capital > Alineado a la derecha, bajo el monto.",TET-836,2022-05-24 00:20:07,2022-05-24 00:20:37,"30,257s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", true)",,,,2022-05-24 00:20:07,2022-05-24 00:20:27,"20,134s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:20:27,2022-05-24 00:20:37,"10,017s",PASSED
"sendKeys(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.EditText - 0982159800""), ""0982159800"")",,,,2022-05-24 00:20:37,2022-05-24 00:20:37,"0,092s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/32 Falla de Conexión en la pantalla de Dashboard,,"En caso de falla de conexión, al intentar ingresar a la Pantalla Dashboard, se mostrará un alert nativo del SO con los siguientes elementos:
1- Título “Mensaje”.
2- Texto: “Ups! Hubo una falla en la conexión. Por favor, verificá y probá de nuevo.”.
3- Botón Aceptar.
El botón Aceptar cierra el alert, cierra la sesión del usuario y muestra la Pantalla Cierre de sesión.",TET-832,2022-05-24 00:22:09,2022-05-24 00:22:39,"30,234s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", true)",,,,2022-05-24 00:22:09,2022-05-24 00:22:29,"20,122s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:22:29,2022-05-24 00:22:39,"10,014s",PASSED
"sendKeys(findTestObject(""Object Repository/Sprint 1/falla de conexion dashboard/android.widget.EditText - 0982159800""), ""0982159800"")",,,,2022-05-24 00:22:39,2022-05-24 00:22:39,"0,071s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/33 Opciones no disponibles en este Sprint,,"Las siguientes opciones de la Pantalla Dashboardse mostrarán inhabilitadas para este sprint:

a.    Slider Gastos mensuales (Corresponde al Sprint #4).

b.    Slider Balances (Corresponde al Sprint #4).

c.     Búsqueda de productos (Corresponde al Sprint #2).

d.    Búsqueda avanzada de productos (Corresponde al Sprint #2).

e.    Ofertas sugeridas (Corresponde al Sprint #3).

f.      Opción Chatea ahora (Corresponde al Sprint #4).",TET-833,2022-05-24 00:24:10,2022-05-24 00:24:40,"30,218s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", false)",,,,2022-05-24 00:24:10,2022-05-24 00:24:30,"20,116s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:24:30,2022-05-24 00:24:40,"10,013s",PASSED
"sendKeys(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), ""0982159800"")",,,,2022-05-24 00:24:40,2022-05-24 00:24:40,"0,075s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/34 Datos definidos en el código de la App,,"La etiqueta que identifica el monto es definida en el código de la App, es decir no es retornada por el servicio.

La etiqueta N° que acompaña el número de producto es definida en la App, es decir no es retornada por el servicio.",TET-832,2022-05-24 00:26:11,2022-05-24 00:26:42,"30,353s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", true)",,,,2022-05-24 00:26:11,2022-05-24 00:26:32,"20,257s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:26:32,2022-05-24 00:26:42,"10,005s",PASSED
"sendKeys(findTestObject(""Object Repository/Sprint 1/Caja de ahorros/android.widget.EditText - 0982159800""), ""0982159800"")",,,,2022-05-24 00:26:42,2022-05-24 00:26:42,"0,079s",PASSED
,,,,,,,
Test Cases/Sprint 1/03HU-Dashboard/35 Validación de envío de peticiones en la pantalla de dashboard,,"Al momento de pulsar repetidamente sobre alguna opción,  en la pantalla de Dahboard ,  debe ejercer una acción a la cual se corresponda y no enviar varias peticiones al backend",TET-831,2022-05-24 00:28:13,2022-05-24 00:28:43,"30,344s",FAILED
"startApplication(""C:\Users\Jose_Arrieta\Desktop\JA\Proyectos\Automatizacion de pruebas\APK para inicio\crtopyinfinitymobilebanking-release (8).apk"", false)",,,,2022-05-24 00:28:13,2022-05-24 00:28:33,"20,243s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-24 00:28:33,2022-05-24 00:28:43,"10,007s",PASSED
"sendKeys(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), ""0994391003"", CONTINUE_ON_FAILURE)",,,,2022-05-24 00:28:43,2022-05-24 00:28:43,"0,084s",PASSED
