Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyEqual(Hola, ""¡Hola"")",,,,2022-05-23 23:38:05,2022-05-23 23:38:05,"0,002s",PASSED
"NumerodeCelular = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Nmero de celular""), 0)",,,,2022-05-23 23:38:05,2022-05-23 23:38:06,"0,705s",PASSED
"verifyEqual(NumerodeCelular, ""Número de celular:"")",,,,2022-05-23 23:38:06,2022-05-23 23:38:06,"0,001s",PASSED
"Contrasena = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Contrasea""), 0)",,,,2022-05-23 23:38:06,2022-05-23 23:38:07,"0,685s",PASSED
"verifyEqual(Contrasena, ""Contraseña:"")",,,,2022-05-23 23:38:07,2022-05-23 23:38:07,"0,002s",PASSED
"IconoContrasena = getAttribute(findTestObject(""Sprint 1/Login/android.widget.ImageView.IconoMostrarContraseña""), ""resource-id"", 0)",,,,2022-05-23 23:38:07,2022-05-23 23:38:07,"0,650s",PASSED
"verifyMatch(IconoContrasena, ""com.verticalapps.KonyMobileBanking:id/imgPwdVisiblityToggle"", false)",,,,2022-05-23 23:38:07,2022-05-23 23:38:07,"0,002s",PASSED
"OlvidastetuContrasena = getText(findTestObject(""Sprint 1/Login/android.widget.TextView - Olvidaste tu contrasea""), 0)",,,,2022-05-23 23:38:07,2022-05-23 23:38:08,"0,573s",PASSED
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 23:38:08,2022-05-23 23:38:08,"0,002s",PASSED
"BotonIngresar = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), ""text"", 0)",,,,2022-05-23 23:38:08,2022-05-23 23:38:08,"0,568s",PASSED
"verifyEqual(BotonIngresar, ""Ingresar"")",,,,2022-05-23 23:38:08,2022-05-23 23:38:08,"0,001s",PASSED
"Registrarme = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Registrarme""), ""text"", 0)",,,,2022-05-23 23:38:08,2022-05-23 23:38:09,"0,952s",PASSED
"verifyEqual(Registrarme, ""Registrarme"")",,,,2022-05-23 23:38:09,2022-05-23 23:38:09,"0,002s",PASSED
"Soporte = getAttribute(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), ""text"", 0)",,,,2022-05-23 23:38:09,2022-05-23 23:38:10,"0,563s",PASSED
"verifyEqual(Soporte, ""Soporte"")",,,,2022-05-23 23:38:10,2022-05-23 23:38:10,"0,002s",PASSED
"TextoAyuda = getAttribute(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), ""text"", 0)",,,,2022-05-23 23:38:10,2022-05-23 23:38:10,"0,469s",PASSED
"verifyEqual(TextoAyuda, ""Ejemplo: 0981123456"")",,,,2022-05-23 23:38:10,2022-05-23 23:38:10,"0,001s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/03Especificaciones funcionales - Botón Plano Olvidaste tu contraseña,,,,2022-05-23 23:38:10,2022-05-23 23:39:20,"1m - 9,262s",PASSED
"startApplication(URL, true)",,,,2022-05-23 23:38:11,2022-05-23 23:38:52,"40,814s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:38:52,2022-05-23 23:39:02,"10,016s",PASSED
"OlvidastetuContrasena = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasena Pantalla de inicio""), 0)",,,,2022-05-23 23:39:02,2022-05-23 23:39:04,"2,603s",PASSED
"verifyEqual(OlvidastetuContrasena, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 23:39:04,2022-05-23 23:39:04,"0,002s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Olvidaste tu contrasea""), 0)",,,,2022-05-23 23:39:04,2022-05-23 23:39:06,"1,047s",PASSED
"Titulo = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasea (pantalla Olvido)""), 0)",,,,2022-05-23 23:39:06,2022-05-23 23:39:07,"1,689s",PASSED
"verifyEqual(Titulo, ""¿Olvidaste tu contraseña?"")",,,,2022-05-23 23:39:07,2022-05-23 23:39:07,"0,002s",PASSED
"NumeroCedula = getText(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - CI nmero""), 0)",,,,2022-05-23 23:39:07,2022-05-23 23:39:08,"1,249s",PASSED
"verifyEqual(NumeroCedula, ""CI número:"")",,,,2022-05-23 23:39:08,2022-05-23 23:39:08,"0,002s",PASSED
"TextoAyuda = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo 1234567""), 0)",,,,2022-05-23 23:39:08,2022-05-23 23:39:09,"0,626s",PASSED
"verifyEqual(TextoAyuda, ""Ejemplo: 1234567"")",,,,2022-05-23 23:39:09,2022-05-23 23:39:09,"0,002s",PASSED
"Nrodecelularconelqueteregistraste = getText(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - Nro. de celular con el que te registraste""), 0)",,,,2022-05-23 23:39:09,2022-05-23 23:39:10,"0,588s",PASSED
"verifyEqual(Nrodecelularconelqueteregistraste, ""Nro. de celular con el que te registraste:"")",,,,2022-05-23 23:39:10,2022-05-23 23:39:10,"0,002s",PASSED
"TextoAyuda1 = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo 0981123456""), 0)",,,,2022-05-23 23:39:10,2022-05-23 23:39:10,"0,568s",PASSED
"verifyEqual(TextoAyuda1, ""Ejemplo: 0981123456"")",,,,2022-05-23 23:39:10,2022-05-23 23:39:10,"0,003s",PASSED
"Correoelectronicoconelqueteregistraste = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.TextView - Correo electrnico con el que te registraste""), 0)",,,,2022-05-23 23:39:10,2022-05-23 23:39:11,"0,545s",PASSED
"verifyEqual(Correoelectronicoconelqueteregistraste, ""Correo electrónico con el que te registraste:"")",,,,2022-05-23 23:39:11,2022-05-23 23:39:11,"0,002s",PASSED
"Ejemplo = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.EditText - Ejemplo ejemplogmail.com""), 0)",,,,2022-05-23 23:39:11,2022-05-23 23:39:11,"0,511s",PASSED
"verifyEqual(Ejemplo, ""Ejemplo: ejemplo@gmail.com"")",,,,2022-05-23 23:39:11,2022-05-23 23:39:11,"0,003s",PASSED
"Continuar = getText(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.Button - Continuar""), 0)",,,,2022-05-23 23:39:11,2022-05-23 23:39:12,"0,591s",PASSED
"verifyEqual(Continuar, ""Continuar"")",,,,2022-05-23 23:39:12,2022-05-23 23:39:12,"0,002s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.ImageView Boton Back superior""), 0)",,,,2022-05-23 23:39:12,2022-05-23 23:39:13,"1,146s",PASSED
"tap(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.TextView - Olvidaste tu contrasena Pantalla de inicio""), 0)",,,,2022-05-23 23:39:13,2022-05-23 23:39:17,"3,946s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/Olvido Contrasena/android.widget.ImageView (boton x)""), 0)",,,,2022-05-23 23:39:17,2022-05-23 23:39:20,"2,636s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/04 Estructura de la pantalla - Splash,,"Descripción
·         Para ver esta pantalla, el usuario debe seleccionar el Appicon de la aplicación, a continuación, se verá en pantalla el Splash por algunos segundos y posteriormente la Pantalla Login.


Precondiciones
Ninguna

Datos utilizados
Ninguna

Pasos a seguir
Al presionar el icono en el tablero, la app mostrará una imagen suministrada por el cliente, para posteriormente mostrar la pantalla del login


Resultado Esperado
Se debe visualizar correctamente el Splash antes del Login",TET-919,2022-05-23 23:39:20,2022-05-23 23:40:05,"45,229s",FAILED
"startApplication(URL, false)",,,,2022-05-23 23:39:20,2022-05-23 23:39:35,"14,809s",PASSED
"verifyElementVisible(findTestObject(""Sprint 1/Login/android.widget.ImageViewSplash""), 0)",,,,2022-05-23 23:39:35,2022-05-23 23:40:05,"30,099s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/05 Especificaciones Funcionales - Focus,,,,2022-05-23 23:40:05,2022-05-23 23:40:46,"41,009s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:40:05,2022-05-23 23:40:18,"12,821s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:40:18,2022-05-23 23:40:28,"10,011s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.TextView - Nmero de celular""), 0, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:40:28,2022-05-23 23:40:30,"2,045s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), 0)",,,,2022-05-23 23:40:30,2022-05-23 23:40:32,"1,410s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Olvidaste tu contrasea""), 0)",,,,2022-05-23 23:40:32,2022-05-23 23:40:33,"1,696s",PASSED
"tap(findTestObject(""Sprint 1/Olvido Contrasena/android.widget.ImageView Boton Back superior""), 0)",,,,2022-05-23 23:40:33,2022-05-23 23:40:35,"1,697s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 23:40:35,2022-05-23 23:40:39,"4,255s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.ImageView Back Pantalla Soporte""), 0)",,,,2022-05-23 23:40:39,2022-05-23 23:40:41,"1,623s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Registrarme""), 0)",,,,2022-05-23 23:40:41,2022-05-23 23:40:46,"4,852s",PASSED
pressBack(),,,,2022-05-23 23:40:46,2022-05-23 23:40:46,"0,279s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/07 Especificaciones Funcionales - Campo contraseña,,,,2022-05-23 23:40:46,2022-05-23 23:41:17,"31,232s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:40:46,2022-05-23 23:40:59,"13,006s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:40:59,2022-05-23 23:41:09,"10,011s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 23:41:09,2022-05-23 23:41:11,"1,955s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 23:41:11,2022-05-23 23:41:14,"2,608s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 23:41:14,2022-05-23 23:41:16,"1,862s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.view.ViewGroup Ojito Ver contrasea""), 0)",,,,2022-05-23 23:41:16,2022-05-23 23:41:17,"1,328s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/08 Especificaciones Funcionales Numero de Celular -Contraseña,,,,2022-05-23 23:41:17,2022-05-23 23:41:49,"31,812s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:41:18,2022-05-23 23:41:30,"12,530s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:41:30,2022-05-23 23:41:40,"10,018s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 23:41:40,2022-05-23 23:41:42,"1,982s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 23:41:42,2022-05-23 23:41:45,"2,557s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 23:41:45,2022-05-23 23:41:46,"1,876s",PASSED
"checkElement(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,Validar que se habilite al ingresar usuario y contrasena,,2022-05-23 23:41:46,2022-05-23 23:41:49,"2,495s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/10 Especificaciones Funcionales para el campo numero de Celular,,"Precondiciones
Número de celular comience con los dígitos “09”

Número de celular sea seis (6), siete (7), ocho (8) o nueve (9).",TET-911,2022-05-23 23:41:49,2022-05-23 23:42:24,"34,778s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:41:49,2022-05-23 23:42:12,"22,191s",PASSED
delay(10),,,,2022-05-23 23:42:12,2022-05-23 23:42:22,"10,025s",PASSED
"NumeroCelular = getText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 23:42:22,2022-05-23 23:42:24,"2,102s",PASSED
"verifyEqual(NumeroCelular, NumeroEsperado)",,,,2022-05-23 23:42:24,2022-05-23 23:42:24,"0,002s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario,,"Pasos a seguir
Ingresar a la aplicación y validar las descripciones detalladas en el  resultado esperado.


Resultado Esperado
Si supera las validaciones front, se enviará la información al back y se aplicarán las validaciones correspondientes.

Se debe validar que el usuario y contraseña sean correctos y coincidan.

Si no coindicen, se mostrará un mensaje de error en ventana emergente de color Mensaje de error, en la parte superior de la pantalla, con el texto “El número de celular y/o la contraseña ingresados son incorrectos.”.

Una vez iniciada la sesión se muestra la pantalla de dashboard

Al ingresar a la sesión del usuario, de forma exitosa, el sistema recordará el Número de celular predeterminadamente.",TET-909,2022-05-23 23:42:24,2022-05-23 23:42:59,"34,775s",PASSED
"startApplication(APKjose, false)",,,,2022-05-23 23:42:24,2022-05-23 23:42:41,"17,142s",PASSED
"delay(10, STOP_ON_FAILURE)",,,,2022-05-23 23:42:41,2022-05-23 23:42:51,"10,004s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 23:42:51,2022-05-23 23:42:53,"2,021s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 23:42:53,2022-05-23 23:42:55,"1,973s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 23:42:55,2022-05-23 23:42:57,"1,875s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 23:42:57,2022-05-23 23:42:59,"1,340s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/13 Especificaciones funcionales - Cierre de Sesión,,"Precondiciones
La pantalla de cierre de sesión se muestran en dos momentos: 

 Para ver esta pantalla el usuario debe cerrar sesión a través del botón Cerrar sesión ubicado en la parte superior del menú lateral de Android o en la parte superior de la opción Menú de iOS.

La pantalla se presenta cuando se cumple el tiempo de inactividad y el sistema cierra la sesión de forma automática

·         No se muestra ningún mensaje informativo o pop up de confirmación antes de ejecutar el cierre de sesión.


Datos utilizados
Ninguna

Pasos a seguir
Cerrar sesión del cliente de manera manual

Validar el tiempo de inactividad.


Resultado Esperado
·         El ícono de confirmación es una imagen definida para este fin.

·         El texto informativo 1 indica lo siguiente: “Sesión cerrada correctamente”.

·         El texto informativo 2 indica lo siguiente “Por favor ingresá nuevamente”.

·         Al seleccionar el botón Ingresar se muestra la Pantalla Login.

·         El back nativo del sistema operativo muestra un pop up con los siguientes elementos:

Mensaje con el texto “¿Estás seguro de querer salir de la aplicación?”.

 Botón No.    Botón Sí.

 El botón No mantiene al usuario en la Pantalla Cierre de sesión.

 El botón Sí, se cierra la aplicación móvil.",TET-900,2022-05-23 23:42:59,2022-05-23 23:44:13,"1m - 14,918s",PASSED
"callTestCase(findTestCase(""Sprint 1/01HU-Login-Cierre de Sesión/11 Especificaciones Funcionales - Login exitoso del usuario""), [""NumeroCelular"":findTestData(""Usuarios"").getValue(1, 1), ""Contrasena"":findTestData(""Usuarios"").getValue(2, 1)], CONTINUE_ON_FAILURE)",,,,2022-05-23 23:42:59,2022-05-23 23:43:47,"48,312s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Menu hamburguesa Inferior""), 0)",,,,2022-05-23 23:43:47,2022-05-23 23:44:09,"21,957s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Icono salir superior""), 0)",,,,2022-05-23 23:44:09,2022-05-23 23:44:12,"3,133s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.Button - SI (cerrar sesion)""), 0)",,,,2022-05-23 23:44:12,2022-05-23 23:44:13,"1,186s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/14 Cierre de Sesion - Tiempo de Inactividad,,,,2022-05-23 23:44:13,2022-05-23 23:50:03,"5m - 49,952s",FAILED
"startApplication(URL, false)",,,,2022-05-23 23:44:14,2022-05-23 23:44:35,"21,017s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:44:35,2022-05-23 23:44:45,"10,004s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 23:44:45,2022-05-23 23:44:47,"2,113s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 23:44:47,2022-05-23 23:44:50,"2,644s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 23:44:50,2022-05-23 23:44:51,"1,861s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 23:44:51,2022-05-23 23:44:53,"1,336s",PASSED
"delay(300, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:44:53,2022-05-23 23:49:53,"5m - 0,004s",PASSED
"MensajeInactividad = getText(findTestObject(""Sprint 1/cierre de sesion/android.widget.TextView - Sesin cerrada por inactividad. Ingres de nuevo""), 0)",,,,2022-05-23 23:49:53,2022-05-23 23:50:03,"10,589s",PASSED
"verifyEqual(MensajeInactividad, ""Sesión cerrada por inactividad. Ingresá de nuevo."")",,,,2022-05-23 23:50:03,2022-05-23 23:50:03,"0,004s",FAILED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/15 Cerrar sesión del cliente desde la pantalla Dashboard,,"Precondiciones
La pantalla de cierre de sesión se muestran en dos momentos: 

 Para ver esta pantalla el usuario debe cerrar sesión a través del botón Cerrar sesión ubicado en la parte superior del menú lateral de Android o en la parte superior de la opción Menú de iOS.

La pantalla se presenta cuando se cumple el tiempo de inactividad y el sistema cierra la sesión de forma automática

·         No se muestra ningún mensaje informativo o pop up de confirmación antes de ejecutar el cierre de sesión.


Datos utilizados
Ninguna

Pasos a seguir
Cerrar sesión del cliente de manera manual

Validar el tiempo de inactividad.


Resultado Esperado
·         El ícono de confirmación es una imagen definida para este fin.

·         El texto informativo 1 indica lo siguiente: “Sesión cerrada correctamente”.

·         El texto informativo 2 indica lo siguiente “Por favor ingresá nuevamente”.

·         Al seleccionar el botón Ingresar se muestra la Pantalla Login.

·         El back nativo del sistema operativo muestra un pop up con los siguientes elementos:

Mensaje con el texto “¿Estás seguro de querer salir de la aplicación?”.

 Botón No.    Botón Sí.

 El botón No mantiene al usuario en la Pantalla Cierre de sesión.

 El botón Sí, se cierra la aplicación móvil.",TET-900,2022-05-23 23:50:03,2022-05-23 23:51:08,"1m - 4,463s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:50:04,2022-05-23 23:50:18,"14,547s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:50:18,2022-05-23 23:50:28,"10,002s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 23:50:28,2022-05-23 23:50:30,"1,985s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 23:50:30,2022-05-23 23:50:32,"2,103s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 23:50:32,2022-05-23 23:50:35,"2,307s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.Button - Ingresar""), 0)",,,,2022-05-23 23:50:35,2022-05-23 23:50:36,"1,608s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Menu hamburguesa Inferior""), 0)",,,,2022-05-23 23:50:36,2022-05-23 23:51:03,"26,456s",PASSED
"tap(findTestObject(""Object Repository/Sprint 1/cierre de sesion/android.widget.ImageView Icono salir superior""), 0)",,,,2022-05-23 23:51:03,2022-05-23 23:51:07,"4,357s",PASSED
"tap(findTestObject(""Sprint 1/cierre de sesion/android.widget.Button - SI (cerrar sesion)""), 0)",,,,2022-05-23 23:51:07,2022-05-23 23:51:08,"0,767s",PASSED
,,,,,,,
Test Cases/Sprint 1/01HU-Login-Cierre de Sesión/16 Cierre de sesión del cliente desde la pantalla Resumen de Saldo,,"l back nativo del sistema operativo muestra un alert con los siguientes elementos:
1- Mensaje con el texto “¿Estás seguro de querer salir?”.
2- Botón No.
3- Botón Sí.

Al seleccionar el botón No, cierra el alert y mantiene al usuario en la Pantalla Resumen de saldo.

Al seleccionar el botón Sí, se cierra la aplicación móvil y se muestra al usuario la Pantalla Cierre de sesión.

Cierre de Sesion por inactividad",TET-948,2022-05-23 23:51:08,2022-05-23 23:52:18,"1m - 9,827s",PASSED
"startApplication(URL, false)",,,,2022-05-23 23:51:08,2022-05-23 23:51:29,"21,177s",PASSED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 23:51:29,2022-05-23 23:51:39,"10,004s",PASSED
"clearText(findTestObject(""Sprint 1/Login/android.widget.EditText - Numero de celular login""), 0)",,,,2022-05-23 23:51:39,2022-05-23 23:51:41,"2,092s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - Ejemplo 0981123456""), Numerocelular, 0)",,,,2022-05-23 23:51:41,2022-05-23 23:51:45,"3,561s",PASSED
"setText(findTestObject(""Sprint 1/Login/android.widget.EditText - tipear contrasea""), Contrasena, 0)",,,,2022-05-23 23:51:45,2022-05-23 23:51:47,"1,905s",PASSED
