Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Sprint 1/02HU-Soporte/22 Especificaciones Funcionales - Validar las opciones en la pantalla de soporte,,"- Al seleccionar sobre la opción Preguntas frecuentes, se muestra la Pantalla Preguntas frecuentes.
2- Al seleccionar sobre la opción Términos y condiciones, se muestra la Pantalla Términos y condiciones.
3- Al seleccionar sobre la opción Seguridad, se muestra la Pantalla Seguridad.

El back nativo del sistema operativo regresa al usuario a la pantalla desde la que invocó la opción.

El texto mostrado en la pantalla es configurado por Spotlight.",TET-828,2022-05-23 11:17:46,2022-05-23 11:17:56,"10,391s",FAILED
"startApplication(APKjose, true)",,,,2022-05-23 11:17:46,2022-05-23 11:17:46,"0,005s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 11:17:46,2022-05-23 11:17:56,"10,016s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 11:17:56,2022-05-23 11:17:56,"0,057s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/23 Especificaciones Funcionales - Compartir,,El back nativo del sistema operativo Android regresa al usuario a la pantalla desde la que invocó la opción.,Pantalla de Soporte,2022-05-23 11:17:56,2022-05-23 11:18:07,"10,427s",FAILED
"startApplication(APKjose, true)",,,,2022-05-23 11:17:57,2022-05-23 11:17:57,"0,004s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 11:17:57,2022-05-23 11:18:07,"10,013s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-23 11:18:07,2022-05-23 11:18:07,"0,054s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/24 - Especificaciones Funcionales - Opción Llamanos,,El botón de flecha para regresar regresa al usuario a la pantalla desde la que invocó la opción.,Pantalla de Soporte,2022-05-23 11:18:07,2022-05-23 11:18:17,"10,368s",FAILED
"startApplication(APKjose, true)",,,,2022-05-23 11:18:07,2022-05-23 11:18:07,"0,004s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 11:18:07,2022-05-23 11:18:17,"10,004s",PASSED
"tap(findTestObject(""Sprint 1/Login/android.widget.Button - Soporte""), 0)",,,,2022-05-23 11:18:17,2022-05-23 11:18:17,"0,053s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/25 Especificaciones funcionales - Falla de conexión en Preguntas Frecuentes y Pantalla Bases y condiciones,,"El botón Compartir se mostrará en forma de ícono alusivo.
Al seleccionar el botón Compartir se mostrará una ventana emergente de color Mensaje de Info con el siguiente texto “Se copió la información de esta versión en tu dispositivo.”.
El sistema copiará el texto con la versión de la App y la información del SO y el dispositivo, en el portapapeles del dispositivo.",TET-825,2022-05-23 11:18:17,2022-05-23 11:18:27,"10,417s",FAILED
"startApplication(APKjose, false)",,,,2022-05-23 11:18:17,2022-05-23 11:18:17,"0,006s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 11:18:17,2022-05-23 11:18:27,"10,019s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-23 11:18:27,2022-05-23 11:18:27,"0,052s",PASSED
,,,,,,,
Test Cases/Sprint 1/02HU-Soporte/26 Falla de Conexión en la pantalla de Seguridad,,"El botón Compartir se mostrará en forma de ícono alusivo.
Al seleccionar el botón Compartir se mostrará una ventana emergente de color Mensaje de Info con el siguiente texto “Se copió la información de esta versión en tu dispositivo.”.
El sistema copiará el texto con la versión de la App y la información del SO y el dispositivo, en el portapapeles del dispositivo.",TET-825,2022-05-23 11:18:27,2022-05-23 11:18:38,"10,510s",FAILED
"startApplication(APKjose, false)",,,,2022-05-23 11:18:28,2022-05-23 11:18:28,"0,003s",FAILED
"delay(10, CONTINUE_ON_FAILURE)",,,,2022-05-23 11:18:28,2022-05-23 11:18:38,"10,004s",PASSED
"tap(findTestObject(""Sprint 1/Soporte/android.widget.Button - Soporte pantalla de inicio""), 0)",,,,2022-05-23 11:18:38,2022-05-23 11:18:38,"0,065s",PASSED
